No.,Time,Length
3070,73.970725,264
3071,73.970737,294
3073,74.045031,277
3075,74.108073,252
3076,74.133284,117
3077,74.169887,241
3081,74.243017,237
3088,74.317965,263
3091,74.348194,117
3092,74.37362,276
3099,74.443394,276
3103,74.503077,176
3104,74.503086,314
3107,74.548232,117
3108,74.567166,231
3109,74.567179,286
3112,74.630133,247
3113,74.630145,273
3116,74.703176,217
3117,74.703189,305
3121,74.750723,117
3122,74.768848,247
3123,74.768863,281
3126,74.829977,244
3127,74.82999,285
3130,74.903182,210
3131,74.903199,317
3134,74.950093,117
3136,74.968276,202
3137,74.968289,321
3139,75.006868,68
3142,75.033148,244
3143,75.033161,283
3146,75.09738,210
3147,75.097393,326
3151,75.163127,225
3152,75.16314,325
3153,75.167668,117
3155,75.227079,249
3156,75.227092,300
3160,75.29755,247
3161,75.299004,285
3164,75.357603,262
3165,75.357616,291
3167,75.388432,117
3169,75.428307,259
3170,75.42832,304
3173,75.490234,258
3174,75.490249,309
3177,75.557196,288
3178,75.557209,278
3180,75.592051,117
3182,75.628563,301
3183,75.628575,259
3186,75.69035,270
3187,75.690363,292
3190,75.763,284
3191,75.763011,284
3194,75.813111,117
3196,75.828229,275
3197,75.828242,270
3198,75.88716,268
3200,75.958114,259
3202,76.017097,265
3203,76.033297,117
3204,76.087402,272
3205,76.149943,260
3210,76.217177,257
3211,76.257395,117
3214,76.289142,224
3217,76.347126,240
3220,76.413091,229
3224,76.4524,117
3226,76.48319,216
3228,76.54713,250
3229,76.61202,261
3231,76.65724,117
3232,76.683488,270
3233,76.753635,287
3234,76.809926,216
3235,76.809937,294
3238,76.870135,117
3239,76.883158,194
3240,76.88317,329
3242,76.943094,301
3243,77.013067,300
3246,77.072607,194
3247,77.072621,335
3249,77.093194,117
3250,77.143149,222
3251,77.143161,329
3252,77.206989,228
3253,77.207002,329
3255,77.272365,212
3256,77.272698,317
3257,77.303251,117
3258,77.337745,202
3259,77.348023,322
3260,77.403148,198
3261,77.40316,313
3264,77.478263,258
3265,77.497404,117
3267,77.544203,257
3268,77.603387,255
3271,77.667049,194
3272,77.667062,282
3274,77.713964,117
3275,77.732427,260
3276,77.782927,173
3278,77.808358,186
3279,77.808373,309
3283,77.867219,187
3284,77.867231,312
3287,77.903068,117
3289,77.931896,233
3290,77.931909,294
3292,78.003101,203
3293,78.004307,315
3294,78.06809,249
3295,78.068102,285
3297,78.123194,117
3298,78.130066,243
3299,78.13008,291
3301,78.202991,269
3302,78.203004,280
3303,78.263465,248
3304,78.263478,296
3306,78.328552,255
3307,78.328564,298
3308,78.35313,117
3310,78.408635,244
3311,78.408649,307
3312,78.463037,207
3313,78.463048,337
3316,78.538079,117
3317,78.538091,198
3318,78.538093,330
3319,78.591977,273
3320,78.659346,265
3322,78.723698,289
3323,78.753036,117
3325,78.790107,302
3328,78.857119,306
3332,78.923127,299
3333,78.937681,117
3336,78.990002,278
3339,79.05259,264
3344,79.123108,253
3348,79.159754,117
3351,79.193759,267
3355,79.252204,317
3361,79.31723,225
3362,79.317233,315
3366,79.367261,117
3367,79.383315,233
3368,79.383434,328
3372,79.450027,239
3373,79.450042,327
3379,79.523706,275
3380,79.523721,313
3384,79.572519,117
3385,79.583284,286
3386,79.583299,312
3389,79.64694,296
3390,79.646952,321
3392,79.715129,255
3393,79.715143,336
3395,79.783155,272
3396,79.783168,322
3397,79.802944,117
3398,79.847078,271
3399,79.847088,342
3401,79.917999,286
3402,79.918013,332
3406,79.977415,279
3407,79.988191,327
3408,80.007396,117
3410,80.043311,283
3411,80.043325,324
3415,80.110056,294
3416,80.110068,313
3422,80.177057,235
3423,80.177076,343
3427,80.216986,117
3428,80.243171,229
3429,80.243185,335
3430,80.307067,223
3431,80.307078,328
3433,80.377039,276
3436,80.44331,278
3437,80.446952,117
3441,80.507718,271
3443,80.572063,276
3448,80.647974,292
3450,80.668627,117
3453,80.708307,194
3454,80.708321,346
3458,80.770015,195
3459,80.770026,359
3462,80.832083,68
3464,80.843013,247
3465,80.843026,342
3466,80.868312,117
3468,80.903229,257
3469,80.903232,334
3471,80.968187,220
3472,80.9682,364
3476,81.038216,237
3477,81.038233,356
3478,81.0781,117
3480,81.103364,237
3481,81.103378,350
3487,81.167349,301
3493,81.232536,219
3494,81.23255,351
3497,81.277606,117
3499,81.297144,199
3500,81.297156,361
3503,81.367063,214
3504,81.367077,346
3505,81.43002,229
3506,81.430032,347
3509,81.496992,210
3510,81.497005,351
3511,81.503537,117
3513,81.56312,227
3514,81.563133,328
3521,81.707145,226
3522,81.707159,341
3523,81.711749,207
3524,81.7122,337
3526,81.757378,229
3527,81.757389,117
3528,81.763378,204
3529,81.763391,342
3532,81.833028,290
3535,81.871915,309
3537,81.890161,268
3539,81.908006,117
3540,81.968132,278
3542,82.038612,282
3545,82.102978,285
3546,82.148013,117
3547,82.168063,300
3549,82.228548,190
3550,82.228562,332
3552,82.289955,199
3553,82.289968,352
3557,82.331971,117
3558,82.352489,337
3559,82.428414,208
3560,82.428428,327
3562,82.493183,312
3565,82.547624,117
3566,82.557979,311
3567,82.617163,290
3569,82.688249,276
3571,82.757465,283
3572,82.778144,117
3573,82.822946,272
3575,82.883403,267
3577,82.953026,279
3578,82.978094,117
3579,83.02323,272
3580,83.088149,274
3584,83.153246,272
3586,83.177405,117
3588,83.218091,274
3591,83.287955,264
3593,83.353588,266
3595,83.387441,117
3596,83.417601,276
3603,83.483225,263
3606,83.544856,275
3611,83.603018,117
3612,83.607653,276
3616,83.672533,278
3620,83.748507,193
3621,83.74852,323
3625,83.813803,196
3626,83.813817,338
3627,83.813819,117
3629,83.873079,299
3631,83.883031,68
3635,83.943929,249
3636,83.943951,316
3639,84.008159,260
3640,84.008171,300
3641,84.008173,117
3643,84.070161,291
3645,84.143284,284
3653,84.209075,279
3656,84.237513,117
3658,84.275243,279
3661,84.343143,284
3667,84.408048,301
3668,84.43357,117
3672,84.473313,173
3673,84.473326,338
3675,84.533257,204
3676,84.533271,326
3680,84.608173,220
3681,84.608188,315
3682,84.643065,117
3683,84.668286,289
3685,84.729999,282
3687,84.797688,276
3690,84.863005,279
3691,84.86994,117
3695,84.929866,298
3697,85.003169,295
3699,85.068254,300
3700,85.069908,117
3701,85.133127,285
3702,85.198034,266
3705,85.257388,263
3706,85.267501,117
3710,85.327077,261
3716,85.390078,285
3720,85.457042,188
3721,85.457056,329
3723,85.4831,245
3724,85.483113,117
3727,85.523015,187
3728,85.523029,339
3731,85.597603,236
3732,85.597616,324
3736,85.658004,251
3737,85.658015,320
3739,85.692172,117
3741,85.723248,267
3742,85.723259,317
3744,85.787197,277
3745,85.78721,318
3749,85.858205,272
3750,85.858218,303
3752,85.888376,117
3753,85.923141,277
3754,85.923152,310
3756,85.98337,229
3757,85.983382,339
3759,86.050689,266
3760,86.050702,305
3763,86.097149,117
3764,86.117523,259
3765,86.117537,310
3767,86.183144,276
3768,86.183158,288
3770,86.24771,287
3774,86.317204,117
3775,86.317218,273
3779,86.383145,254
3783,86.453091,256
3788,86.512743,267
3789,86.512757,117
3793,86.583291,258
3796,86.647915,279
3799,86.712185,269
3801,86.737055,117
3803,86.777562,272
3807,86.848048,275
3810,86.90757,265
3812,86.928342,68
3815,86.950612,117
3817,86.98329,269
3819,87.044206,256
3823,87.114199,258
3826,87.152002,117
3828,87.17813,251
3830,87.237596,262
3832,87.306912,261
3836,87.377473,257
3839,87.43047,117
3841,87.437195,253
3844,87.508004,251
3847,87.573053,236
3848,87.593452,117
3850,87.64303,261
3852,87.708072,266
3856,87.775934,262
3859,87.818389,117
3861,87.8383,283
3862,87.846974,68
3865,87.90299,265
3868,87.968357,268
3871,88.009669,117
3872,88.037459,269
3875,88.102968,261
3883,88.168014,248
3888,88.218055,117
3891,88.237502,278
3894,88.297523,281
3901,88.363077,283
3906,88.426875,279
3907,88.428171,117
3913,88.492382,250
3915,88.557431,256
3918,88.628703,266
3920,88.646993,117
3922,88.697526,266
3925,88.883164,265
3926,88.883178,260
3927,88.88318,117
3929,88.893358,250
3932,88.928296,229
3934,88.963096,248
3936,89.028341,241
3938,89.078074,117
3939,89.093363,240
3940,89.158049,254
3944,89.228091,240
3948,89.272419,117
3949,89.283218,239
3953,89.357385,241
3954,89.422973,240
3957,89.488304,256
3959,89.491839,117
3961,89.557495,258
3962,89.623553,258
3965,89.688111,265
3966,89.710033,117
3970,89.758033,250
3973,89.811988,247
3975,89.88354,229
3977,89.917268,117
3978,89.948047,228
3980,89.968692,68
3982,90.022957,235
3986,90.083161,235
3988,90.1231,117
3990,90.187098,258
3991,90.208061,266
3992,90.288347,258
3994,90.327049,117
3995,90.348104,267
3996,90.407007,252
3998,90.474833,239
4001,90.548127,248
4003,90.557083,117
4005,90.603005,266
4009,90.677584,258
4012,90.743237,259
4013,90.749956,117
4014,90.80808,254
4015,90.873459,234
4019,90.943037,243
4021,90.964655,117
4023,91.008127,259
4026,91.067027,263
4029,91.132006,263
4032,91.167102,117
4033,91.197602,249
4037,91.274319,264
4044,91.337505,252
4048,91.372487,117
4051,91.408074,253
4058,91.473042,258
4061,91.527189,258
4065,91.586994,117
4067,91.610155,257
4071,91.668074,265
4074,91.733571,269
4079,91.792516,257
4080,91.817048,117
4084,91.863175,257
4087,91.928419,248
4093,91.997404,251
4094,92.002934,117
4097,92.063106,273
4100,92.128134,270
4107,92.187943,275
4109,92.212013,117
4112,92.252425,300
4116,92.328167,278
4122,92.394036,279
4124,92.427036,117
4127,92.452078,285
4135,92.525767,268
4137,92.58342,282
4142,92.643534,117
4143,92.658127,282
4147,92.723363,289
4151,92.788736,304
4155,92.847563,328
4157,92.857583,117
4160,92.922941,235
4161,92.922952,332
4165,92.988086,255
4166,92.988096,321
4168,93.011868,68
4172,93.046921,267
4173,93.046934,315
4175,93.069972,117
4178,93.118165,291
4179,93.118177,300
4183,93.183024,278
4184,93.183035,311
4189,93.253249,311
4190,93.253261,302
4191,93.277281,117
4194,93.317585,296
4195,93.317598,299
4199,93.379148,307
4200,93.379161,292
4203,93.443139,270
4204,93.443151,316
4210,93.48299,117
4212,93.507151,298
4213,93.507165,299
4216,93.57748,194
4217,93.577492,286
4218,93.577494,271
4222,93.643243,286
4223,93.643257,299
4228,93.714911,245
4229,93.714925,296
4230,93.714927,117
4233,93.774704,259
4234,93.774717,268
4237,93.843205,266
4238,93.843218,259
4243,93.903751,237
4244,93.903762,293
4245,93.907306,117
4249,93.977717,262
4257,94.083268,274
4258,94.108104,259
4259,94.123019,117
4261,94.173021,252
4267,94.24333,266
4271,94.308118,259
4275,94.343044,117
4279,94.373192,267
4283,94.438,227
4284,94.438013,260
4290,94.508126,224
4291,94.508138,264
4293,94.552483,117
4297,94.573682,227
4298,94.573695,275
4304,94.63797,232
4305,94.637982,283
4308,94.697557,260
4309,94.69757,249
4314,94.768174,235
4315,94.768188,286
4316,94.770724,117
4319,94.830022,240
4320,94.830035,279
4323,94.897206,253
4324,94.897218,280
4330,94.968626,244
4331,94.968639,303
4332,94.982995,117
4336,95.03402,249
4337,95.034033,296
4339,95.09317,241
4340,95.093183,314
4344,95.163068,238
4345,95.163082,315
4347,95.203159,117
4348,95.227328,254
4349,95.227341,287
4351,95.297607,281
4352,95.363199,259
4356,95.423125,117
4357,95.423139,253
4360,95.490252,255
4362,95.563357,254
4364,95.628156,261
4365,95.637318,117
4366,95.693118,258
4370,95.752548,250
4375,95.817493,257
4376,95.843163,117
4378,95.883276,245
4383,95.950021,239
4386,96.023914,241
4388,96.050084,117
4389,96.052342,68
4393,96.088573,272
4401,96.268695,283
4409,96.317604,308
4410,96.317618,229
4411,96.317619,117
4412,96.31762,321
4413,96.317622,197
4414,96.358682,173
4415,96.358696,355
4425,96.526254,298
4426,96.526267,117
4427,96.526269,287
4429,96.553126,269
4430,96.563315,245
4432,96.617509,273
4436,96.683671,276
4437,96.683683,117
4440,96.748088,280
4443,96.81317,299
4446,96.884015,293
4447,96.884027,117
4450,96.94815,287
4451,97.017515,284
4453,97.088225,277
4454,97.107688,117
4455,97.137678,291
4456,97.203177,285
4458,97.28314,291
4459,97.318395,117
4461,97.343073,304
4465,97.403015,302
4467,97.467528,340
4470,97.527969,117
4471,97.537527,216
4472,97.537539,374
4473,97.60349,256
4474,97.603503,341
4475,97.667574,263
4476,97.667587,351
4478,97.738238,300
4479,97.738251,315
4480,97.738253,117
4481,97.797669,282
4482,97.797683,319
4484,97.873179,301
4485,97.873191,300
4487,97.903051,68
4489,97.932184,272
4490,97.932199,301
4491,97.937328,117
4492,97.997651,228
4493,97.997662,344
4494,98.063001,257
4495,98.063014,319
4497,98.130161,256
4498,98.130174,319
4499,98.152502,117
4500,98.198321,252
4501,98.198334,312
4502,98.263191,248
4503,98.263202,310
4505,98.327078,276
4506,98.327091,298
4507,98.356976,117
4508,98.392072,277
4509,98.392086,289
4512,98.463205,271
4513,98.463219,285
4516,98.52701,253
4517,98.527021,278
4519,98.567004,117
4520,98.590286,208
4521,98.590296,301
4523,98.656964,211
4524,98.656977,300
4525,98.723066,205
4526,98.723079,305
4528,98.777882,117
4529,98.790121,197
4530,98.790134,303
4531,98.857215,204
4532,98.857229,303
4533,98.924428,230
4534,98.924442,284
4536,98.987054,188
4537,98.987065,306
4538,98.997459,117
4539,99.052098,199
4540,99.05211,297
4541,99.092412,68
4544,99.117543,203
4545,99.117555,296
4549,99.187389,260
4551,99.208082,117
4554,99.252191,265
4557,99.316962,267
4561,99.383069,257
4565,99.417356,117
4568,99.450058,249
4572,99.512472,253
4576,99.588186,239
4579,99.632487,117
4580,99.646943,243
4583,99.712081,250
4586,99.783138,237
4588,99.847024,254
4589,99.852587,117
4591,99.910026,242
4592,99.977289,240
4594,100.043254,242
4595,100.057322,117
4596,100.110192,240
4601,100.177311,244
4605,100.243145,265
4606,100.243156,117
4609,100.307112,264
4616,100.378045,238
4621,100.443086,240
4623,100.463098,117
4628,100.507236,232
4630,100.577533,233
4632,100.637343,232
4633,100.677644,117
4634,100.703095,251
4635,100.770275,240
4637,100.837059,233
4638,100.877118,117
4639,100.903331,218
4641,100.967354,203
4642,101.036952,233
4645,101.087639,117
4646,101.098382,243
4647,101.173099,264
4648,101.230036,282
4650,101.297388,265
4651,101.307175,117
4653,101.36323,280
4656,101.4304,282
4662,101.499382,270
4663,101.503446,117
4665,101.563285,266
4666,101.635874,288
4668,101.69195,283
4669,101.727419,117
4670,101.763138,290
4671,101.824954,292
4673,101.890005,264
4674,101.930107,117
4675,101.957537,257
4676,102.023044,257
4677,102.090033,251
4679,102.130029,117
4680,102.131827,68
4682,102.157058,263
4683,102.223085,269
4684,102.287109,264
4686,102.337329,117
4687,102.352141,263
4689,102.423348,266
4690,102.493136,268
4692,102.550085,257
4693,102.557556,117
4694,102.622979,242
4695,102.683118,235
4697,102.7501,230
4698,102.763044,117
4699,102.817216,227
4700,102.883202,228
4703,102.947886,224
4704,102.967521,117
4705,103.012014,268
4706,103.077376,281
4708,103.147094,290
4709,103.190058,117
4710,103.210675,316
4711,103.277197,285
4713,103.344408,260
4715,103.392262,117
4719,103.410152,265
4725,103.477076,252
4727,103.544232,250
4729,103.607521,256
4730,103.617078,117
4731,103.672981,243
4732,103.738716,253
4736,103.803078,284
4738,103.82309,117
4740,103.87227,173
4741,103.872284,324
4745,103.923311,68
4746,103.937994,178
4747,103.938008,335
4750,103.983168,141
4753,104.007077,224
4754,104.007091,310
4756,104.030029,117
4758,104.067634,253
4759,104.067646,297
4762,104.137838,221
4763,104.137851,326
4770,104.203113,269
4771,104.203127,310
4776,104.246956,117
4777,104.267108,211
4778,104.267121,350
4781,104.332034,302
4785,104.403813,305
4789,104.45748,117
4793,104.467027,204
4794,104.467045,359
4796,104.532232,276
4798,104.597186,291
4800,104.663137,237
4801,104.663192,293
4802,104.667754,117
4804,104.727451,252
4805,104.731014,305
4806,104.803058,287
4807,104.803072,323
4809,104.863252,289
4810,104.863265,306
4811,104.883065,117
4813,104.92703,301
4814,104.927043,285
4815,104.992376,281
4816,104.99239,319
4818,105.057137,317
4819,105.057149,291
4820,105.092896,117
4821,105.127257,301
4822,105.12727,298
4823,105.190052,279
4824,105.190065,290
4827,105.257803,247
4828,105.257816,291
4829,105.313347,117
4830,105.323478,256
4831,105.323491,298
4833,105.392052,249
4834,105.392064,311
4835,105.463174,250
4836,105.463188,313
4838,105.510008,117
4839,105.523094,244
4840,105.523107,307
4841,105.586952,261
4842,105.586963,308
4844,105.652655,274
4845,105.657412,285
4847,105.707605,117
4848,105.723127,272
4849,105.723139,287
4850,105.787461,255
4851,105.787475,289
4852,105.852074,257
4853,105.852088,289
4856,105.917124,216
4857,105.917133,321
4858,105.918765,117
4861,105.983472,245
4862,105.983486,290
4865,106.047224,249
4866,106.047238,309
4869,106.118281,255
4870,106.118293,316
4872,106.129878,117
4874,106.184689,246
4875,106.184703,330
4876,106.247043,304
